username,created_at,favorite_count,retweet_count,reply_count,quote_count,lang,full_text,label,validasi_label,cleaning,case_folding,normalisasi,tokenize,stopword_removal,stemming_data
,Fri Aug 29 12:26:34 +0000 2025,3,0,0,0,in,@ohmy_beautybank kak aku saranin ya sebagai pejuang acne (jerawat sedikit tapi besar-besar) mau kamu pakai facial wash terlaris pakai moist yang kata warga tiktok bagus pakai toner yang menurut orang lain paling jos kalaupun ngga cocok sama tipe kulit kamu ya ngga ngaruh. percuma.,0,0,kak aku saranin ya sebagai pejuang acne jerawat sedikit tapi besar besar mau kamu pakai facial wash terlaris pakai moist yang kata warga tiktok bagus pakai toner yang menurut orang lain paling jos kalaupun ngga cocok sama tipe kulit kamu ya ngga ngaruh percuma,kak aku saranin ya sebagai pejuang acne jerawat sedikit tapi besar besar mau kamu pakai facial wash terlaris pakai moist yang kata warga tiktok bagus pakai toner yang menurut orang lain paling jos kalaupun ngga cocok sama tipe kulit kamu ya ngga ngaruh percuma,kak aku menyarankan ya sebagai pejuang acne jerawat sedikit tapi besar besar mau kamu pakai facial wash terlaris pakai moist yang kata warga tiktok bagus pakai toner yang menurut orang lain paling jos kalaupun tidak cocok sama tipe kulit kamu ya tidak ngaruh percuma,"['kak', 'aku', 'menyarankan', 'ya', 'sebagai', 'pejuang', 'acne', 'jerawat', 'sedikit', 'tapi', 'besar', 'besar', 'mau', 'kamu', 'pakai', 'facial', 'wash', 'terlaris', 'pakai', 'moist', 'yang', 'kata', 'warga', 'tiktok', 'bagus', 'pakai', 'toner', 'yang', 'menurut', 'orang', 'lain', 'paling', 'jos', 'kalaupun', 'tidak', 'cocok', 'sama', 'tipe', 'kulit', 'kamu', 'ya', 'tidak', 'ngaruh', 'percuma']","['kak', 'menyarankan', 'ya', 'pejuang', 'acne', 'jerawat', 'pakai', 'facial', 'wash', 'terlaris', 'pakai', 'moist', 'warga', 'tiktok', 'bagus', 'pakai', 'toner', 'orang', 'jos', 'tidak', 'cocok', 'tipe', 'kulit', 'ya', 'tidak', 'ngaruh']",kak saran ya juang acne jerawat pakai facial wash laris pakai moist warga tiktok bagus pakai toner orang jos tidak cocok tipe kulit ya tidak ngaruh
,Wed Aug 27 14:12:41 +0000 2025,0,0,0,0,in,@ohmy_beautybank @itsomgbeauty karna aku cocok pake produknya omg. aku pengguna moist facial wash sunscreen twc cushion sampe lip cream. i lov omg. jadi aku juga mau nyoba paket skincare yg ini,2,1,karna aku cocok pake produknya omg aku pengguna moist facial wash sunscreen twc cushion sampe lip cream i lov omg jadi aku juga mau nyoba paket skincare yg ini,karna aku cocok pake produknya omg aku pengguna moist facial wash sunscreen twc cushion sampe lip cream i lov omg jadi aku juga mau nyoba paket skincare yg ini,karena aku cocok pakai produknya omg aku pengguna moist facial wash sunscreen twc cushion sampai lip cream i lov omg jadi aku juga mau mencoba paket skincare yang ini,"['karena', 'aku', 'cocok', 'pakai', 'produknya', 'omg', 'aku', 'pengguna', 'moist', 'facial', 'wash', 'sunscreen', 'twc', 'cushion', 'sampai', 'lip', 'cream', 'i', 'lov', 'omg', 'jadi', 'aku', 'juga', 'mau', 'mencoba', 'paket', 'skincare', 'yang', 'ini']","['cocok', 'pakai', 'produknya', 'omg', 'pengguna', 'moist', 'facial', 'wash', 'sunscreen', 'twc', 'cushion', 'lip', 'cream', 'i', 'lov', 'omg', 'mencoba', 'paket', 'skincare']",cocok pakai produk omg guna moist facial wash sunscreen twc cushion lip cream i lov omg coba paket skincare
,Tue Aug 26 12:29:43 +0000 2025,0,0,0,0,in,and setelah nyoba macem facial wash dari skintific scarlett barber daily moriganic akhirnya nemu juga yg cocok di kulit gw ,2,1,and setelah nyoba macem facial wash dari skintific scarlett barber daily moriganic akhirnya nemu juga yg cocok di kulit gw,and setelah nyoba macem facial wash dari skintific scarlett barber daily moriganic akhirnya nemu juga yg cocok di kulit gw,and setelah mencoba macam facial wash dari skintific scarlett barber daily moriganic akhirnya nemu juga yang cocok di kulit gue,"['and', 'setelah', 'mencoba', 'macam', 'facial', 'wash', 'dari', 'skintific', 'scarlett', 'barber', 'daily', 'moriganic', 'akhirnya', 'nemu', 'juga', 'yang', 'cocok', 'di', 'kulit', 'gue']","['and', 'mencoba', 'facial', 'wash', 'skintific', 'scarlett', 'barber', 'daily', 'moriganic', 'nemu', 'cocok', 'kulit', 'gue']",and coba facial wash skintific scarlett barber daily moriganic nemu cocok kulit gue
,Mon Aug 25 13:56:00 +0000 2025,0,0,0,0,in,baru nyoba product nya oasea yg ini beneran bagus bgt facial wash nyaa. kalo kalian punya kulit sensitif cocok bgt pake inii!!,2,1,baru nyoba product nya oasea yg ini beneran bagus bgt facial wash nyaa kalo kalian punya kulit sensitif cocok bgt pake inii,baru nyoba product nya oasea yg ini beneran bagus bgt facial wash nyaa kalo kalian punya kulit sensitif cocok bgt pake inii,baru mencoba product ya oasea yang ini benaran bagus banget facial wash nya kalau kalian punya kulit sensitif cocok banget pakai ini,"['baru', 'mencoba', 'product', 'ya', 'oasea', 'yang', 'ini', 'benaran', 'bagus', 'banget', 'facial', 'wash', 'nya', 'kalau', 'kalian', 'punya', 'kulit', 'sensitif', 'cocok', 'banget', 'pakai', 'ini']","['mencoba', 'product', 'ya', 'oasea', 'benaran', 'bagus', 'banget', 'facial', 'wash', 'nya', 'kulit', 'sensitif', 'cocok', 'banget', 'pakai']",coba product ya oasea benar bagus banget facial wash nya kulit sensitif cocok banget pakai
,Fri Aug 22 16:24:32 +0000 2025,0,0,1,0,in,@tanyakanrl cuma pake facial wash dan toner. aku udah nyaman aja cocok buat yang punya kulit sensitif,2,1,cuma pake facial wash dan toner aku udah nyaman aja cocok buat yang punya kulit sensitif,cuma pake facial wash dan toner aku udah nyaman aja cocok buat yang punya kulit sensitif,cuma pakai facial wash dan toner aku sudah nyaman saja cocok buat yang punya kulit sensitif,"['cuma', 'pakai', 'facial', 'wash', 'dan', 'toner', 'aku', 'sudah', 'nyaman', 'saja', 'cocok', 'buat', 'yang', 'punya', 'kulit', 'sensitif']","['pakai', 'facial', 'wash', 'toner', 'nyaman', 'cocok', 'kulit', 'sensitif']",pakai facial wash toner nyaman cocok kulit sensitif
,Wed Aug 20 15:32:28 +0000 2025,1,0,0,0,in,@lovefdks aku cocok sama facial wash nya dermies btw ga expect,2,1,aku cocok sama facial wash nya dermies btw ga expect,aku cocok sama facial wash nya dermies btw ga expect,aku cocok sama facial wash ya dermies btw tidak expect,"['aku', 'cocok', 'sama', 'facial', 'wash', 'ya', 'dermies', 'btw', 'tidak', 'expect']","['cocok', 'facial', 'wash', 'ya', 'dermies', 'btw', 'tidak', 'expect']",cocok facial wash ya dermies btw tidak expect
,Wed Aug 20 02:18:40 +0000 2025,2,0,5,0,in,rekomendasi facial wash buat cowo gusy pake senka cocok pake kahf hadalabo ga cocok,0,0,rekomendasi facial wash buat cowo gusy pake senka cocok pake kahf hadalabo ga cocok,rekomendasi facial wash buat cowo gusy pake senka cocok pake kahf hadalabo ga cocok,rekomendasi facial wash buat cowok gusy pakai senka cocok pakai kahf hadalabo tidak cocok,"['rekomendasi', 'facial', 'wash', 'buat', 'cowok', 'gusy', 'pakai', 'senka', 'cocok', 'pakai', 'kahf', 'hadalabo', 'tidak', 'cocok']","['rekomendasi', 'facial', 'wash', 'cowok', 'gusy', 'pakai', 'senka', 'cocok', 'pakai', 'kahf', 'hadalabo', 'tidak', 'cocok']",rekomendasi facial wash cowok gusy pakai senka cocok pakai kahf hadalabo tidak cocok
,Tue Aug 19 09:46:35 +0000 2025,1,0,0,0,in,huhu capee bgt break out. keknya ga cocok facial wash deh,0,0,huhu capee bgt break out keknya ga cocok facial wash deh,huhu capee bgt break out keknya ga cocok facial wash deh,huhu cape banget break out kayaknya tidak cocok facial wash deh,"['huhu', 'cape', 'banget', 'break', 'out', 'kayaknya', 'tidak', 'cocok', 'facial', 'wash', 'deh']","['huhu', 'cape', 'banget', 'break', 'out', 'kayaknya', 'tidak', 'cocok', 'facial', 'wash', 'deh']",huhu cape banget break out kayak tidak cocok facial wash deh
,Tue Aug 19 01:46:57 +0000 2025,0,0,0,0,in,dulu pernah pake si facial wash gentle banget cocok buat yang kulitnya sensitif,2,1,dulu pernah pake si facial wash gentle banget cocok buat yang kulitnya sensitif,dulu pernah pake si facial wash gentle banget cocok buat yang kulitnya sensitif,dulu pernah pakai sih facial wash gentle banget cocok buat yang kulitnya sensitif,"['dulu', 'pernah', 'pakai', 'sih', 'facial', 'wash', 'gentle', 'banget', 'cocok', 'buat', 'yang', 'kulitnya', 'sensitif']","['pakai', 'sih', 'facial', 'wash', 'gentle', 'banget', 'cocok', 'kulitnya', 'sensitif']",pakai sih facial wash gentle banget cocok kulit sensitif
,Sat Aug 09 03:31:12 +0000 2025,0,0,0,0,in,wkwk.. serumah gak ada yg cocok sama fw simple. mamah pake pun jadi jerawatan muka blio. padahal pake facial wash viva cocok2 aja ,0,0,wkwk serumah gak ada yg cocok sama fw simple mamah pake pun jadi jerawatan muka blio padahal pake facial wash viva cocok aja,wkwk serumah gak ada yg cocok sama fw simple mamah pake pun jadi jerawatan muka blio padahal pake facial wash viva cocok aja,wkwk serumah tidak ada yang cocok sama fw simple mamah pakai pun jadi jerawatan muka blio padahal pakai facial wash viva cocok saja,"['wkwk', 'serumah', 'tidak', 'ada', 'yang', 'cocok', 'sama', 'fw', 'simple', 'mamah', 'pakai', 'pun', 'jadi', 'jerawatan', 'muka', 'blio', 'padahal', 'pakai', 'facial', 'wash', 'viva', 'cocok', 'saja']","['wkwk', 'serumah', 'tidak', 'cocok', 'fw', 'simple', 'mamah', 'pakai', 'jerawatan', 'muka', 'blio', 'pakai', 'facial', 'wash', 'viva', 'cocok']",wkwk rumah tidak cocok fw simple mamah pakai jerawat muka blio pakai facial wash viva cocok
,Thu Aug 07 11:03:22 +0000 2025,0,0,1,0,in,ada yang pake facial wash nya acnaway? itu di oily skin cocok ga ya guys?,1,0,ada yang pake facial wash nya acnaway itu di oily skin cocok ga ya guys,ada yang pake facial wash nya acnaway itu di oily skin cocok ga ya guys,ada yang pakai facial wash ya acnaway itu di oily skin cocok tidak ya guys,"['ada', 'yang', 'pakai', 'facial', 'wash', 'ya', 'acnaway', 'itu', 'di', 'oily', 'skin', 'cocok', 'tidak', 'ya', 'guys']","['pakai', 'facial', 'wash', 'ya', 'acnaway', 'oily', 'skin', 'cocok', 'tidak', 'ya', 'guys']",pakai facial wash ya acnaway oily skin cocok tidak ya guys
,Tue Aug 05 12:02:35 +0000 2025,0,0,1,0,in,@withloveayey facial wash wardah bagus banget sih afternya bikin lembab tapi bersih kalo skintint somethinc teksturnya cair banget agak ngak cocok aku make over glazed bagus sih awet banget,2,1,facial wash wardah bagus banget sih afternya bikin lembab tapi bersih kalo skintint somethinc teksturnya cair banget agak ngak cocok aku make over glazed bagus sih awet banget,facial wash wardah bagus banget sih afternya bikin lembab tapi bersih kalo skintint somethinc teksturnya cair banget agak ngak cocok aku make over glazed bagus sih awet banget,facial wash wardah bagus banget sih afternya bikin lembab tapi bersih kalau skintint somethinc teksturnya cair banget agak tidak cocok aku memakai over glazed bagus sih awet banget,"['facial', 'wash', 'wardah', 'bagus', 'banget', 'sih', 'afternya', 'bikin', 'lembab', 'tapi', 'bersih', 'kalau', 'skintint', 'somethinc', 'teksturnya', 'cair', 'banget', 'agak', 'tidak', 'cocok', 'aku', 'memakai', 'over', 'glazed', 'bagus', 'sih', 'awet', 'banget']","['facial', 'wash', 'wardah', 'bagus', 'banget', 'sih', 'afternya', 'bikin', 'lembab', 'bersih', 'skintint', 'somethinc', 'teksturnya', 'cair', 'banget', 'tidak', 'cocok', 'memakai', 'over', 'glazed', 'bagus', 'sih', 'awet', 'banget']",facial wash wardah bagus banget sih afternya bikin lembab bersih skintint somethinc tekstur cair banget tidak cocok pakai over glazed bagus sih awet banget
,Sat Aug 02 12:12:32 +0000 2025,0,0,0,0,in,@ohmy_beautybank marina facial wash acne yg warna hijau. cocok bgt di akuu,2,1,marina facial wash acne yg warna hijau cocok bgt di akuu,marina facial wash acne yg warna hijau cocok bgt di akuu,marina facial wash acne yang warna hijau cocok banget di aku,"['marina', 'facial', 'wash', 'acne', 'yang', 'warna', 'hijau', 'cocok', 'banget', 'di', 'aku']","['marina', 'facial', 'wash', 'acne', 'warna', 'hijau', 'cocok', 'banget']",marina facial wash acne warna hijau cocok banget
,Fri Aug 01 18:04:57 +0000 2025,0,0,0,0,in,@mentaryu @womanfeeds_id aku dl jg gt. tp semenjak tau kalau omg itu salah satu produk paragon aku beranikan diri nyoba lip creamnya (formula baru) oke banget ternyata. lalu nyoba foundienya ss facial wash sampai terakhir ini moistnya. truns out bagus dan cocok semua di aku.,2,1,aku dl jg gt tp semenjak tau kalau omg itu salah satu produk paragon aku beranikan diri nyoba lip creamnya formula baru oke banget ternyata lalu nyoba foundienya ss facial wash sampai terakhir ini moistnya truns out bagus dan cocok semua di aku,aku dl jg gt tp semenjak tau kalau omg itu salah satu produk paragon aku beranikan diri nyoba lip creamnya formula baru oke banget ternyata lalu nyoba foundienya ss facial wash sampai terakhir ini moistnya truns out bagus dan cocok semua di aku,aku dulu juga begitu tapi semenjak tau kalau omg itu salah satu produk paragon aku beranikan diri mencoba lip creamnya formula baru oke banget ternyata lalu mencoba foundienya ss facial wash sampai terakhir ini moistnya truns out bagus dan cocok semua di aku,"['aku', 'dulu', 'juga', 'begitu', 'tapi', 'semenjak', 'tau', 'kalau', 'omg', 'itu', 'salah', 'satu', 'produk', 'paragon', 'aku', 'beranikan', 'diri', 'mencoba', 'lip', 'creamnya', 'formula', 'baru', 'oke', 'banget', 'ternyata', 'lalu', 'mencoba', 'foundienya', 'ss', 'facial', 'wash', 'sampai', 'terakhir', 'ini', 'moistnya', 'truns', 'out', 'bagus', 'dan', 'cocok', 'semua', 'di', 'aku']","['semenjak', 'tau', 'omg', 'salah', 'produk', 'paragon', 'beranikan', 'mencoba', 'lip', 'creamnya', 'formula', 'oke', 'banget', 'mencoba', 'foundienya', 'ss', 'facial', 'wash', 'moistnya', 'truns', 'out', 'bagus', 'cocok']",semenjak tau omg salah produk paragon rani coba lip creamnya formula oke banget coba foundienya ss facial wash moistnya truns out bagus cocok
,Thu Jul 31 16:56:42 +0000 2025,0,0,0,0,in,semoga facial wash g2g sama sunscreen azarine nya cocok di gue plis,1,1,semoga facial wash gg sama sunscreen azarine nya cocok di gue plis,semoga facial wash gg sama sunscreen azarine nya cocok di gue plis,semoga facial wash tidak sama sunscreen azarine ya cocok di gue plis,"['semoga', 'facial', 'wash', 'tidak', 'sama', 'sunscreen', 'azarine', 'ya', 'cocok', 'di', 'gue', 'plis']","['semoga', 'facial', 'wash', 'tidak', 'sunscreen', 'azarine', 'ya', 'cocok', 'gue', 'plis']",moga facial wash tidak sunscreen azarine ya cocok gue plis
,Sun Jul 27 15:48:05 +0000 2025,0,0,0,0,in,@mooolit aku pernah skin10004 pakai facial wash nya ajaaa.. tapi ngga cocok huhu t___t kayanya tergantung skin typenyaa!,0,0,aku pernah skin pakai facial wash nya ajaaa tapi ngga cocok huhu t t kayanya tergantung skin typenyaa,aku pernah skin pakai facial wash nya ajaaa tapi ngga cocok huhu t t kayanya tergantung skin typenyaa,aku pernah skin pakai facial wash ya saja tapi tidak cocok huhu t t kayanya tergantung skin typenyaa,"['aku', 'pernah', 'skin', 'pakai', 'facial', 'wash', 'ya', 'saja', 'tapi', 'tidak', 'cocok', 'huhu', 't', 't', 'kayanya', 'tergantung', 'skin', 'typenyaa']","['skin', 'pakai', 'facial', 'wash', 'ya', 'tidak', 'cocok', 'huhu', 't', 't', 'kayanya', 'tergantung', 'skin', 'typenyaa']",skin pakai facial wash ya tidak cocok huhu t t kaya gantung skin typenyaa
,Thu Jul 24 13:43:56 +0000 2025,0,0,0,1,in,jidatku tu skrg beruntusan dan sering jerawatan pdhl dulu ga pernah eh ternyata facial washnya ga cocok aku 2 hari minta skintific punya adekku agak berkurang jerawat nya trs pas balik pake facial wash ku kambuh lg,0,0,jidatku tu skrg beruntusan dan sering jerawatan pdhl dulu ga pernah eh ternyata facial washnya ga cocok aku hari minta skintific punya adekku agak berkurang jerawat nya trs pas balik pake facial wash ku kambuh lg,jidatku tu skrg beruntusan dan sering jerawatan pdhl dulu ga pernah eh ternyata facial washnya ga cocok aku hari minta skintific punya adekku agak berkurang jerawat nya trs pas balik pake facial wash ku kambuh lg,jidatku itu sekarang beruntusan dan sering jerawatan padahal dulu tidak pernah eh ternyata facial washnya tidak cocok aku hari meminta skintific punya adekku agak berkurang jerawat ya terus pas balik pakai facial wash ku kambuh lagi,"['jidatku', 'itu', 'sekarang', 'beruntusan', 'dan', 'sering', 'jerawatan', 'padahal', 'dulu', 'tidak', 'pernah', 'eh', 'ternyata', 'facial', 'washnya', 'tidak', 'cocok', 'aku', 'hari', 'meminta', 'skintific', 'punya', 'adekku', 'agak', 'berkurang', 'jerawat', 'ya', 'terus', 'pas', 'balik', 'pakai', 'facial', 'wash', 'ku', 'kambuh', 'lagi']","['jidatku', 'beruntusan', 'jerawatan', 'tidak', 'eh', 'facial', 'washnya', 'tidak', 'cocok', 'skintific', 'adekku', 'berkurang', 'jerawat', 'ya', 'pas', 'pakai', 'facial', 'wash', 'ku', 'kambuh']",jidat beruntus jerawat tidak eh facial washnya tidak cocok skintific adekku kurang jerawat ya pas pakai facial wash ku kambuh
,Sat Jul 19 16:27:48 +0000 2025,0,0,1,0,in,sumpah aku keknya jg ga cocok beginian dah. gatel muka aku pake facial wash innisfree ,0,0,sumpah aku keknya jg ga cocok beginian dah gatel muka aku pake facial wash innisfree,sumpah aku keknya jg ga cocok beginian dah gatel muka aku pake facial wash innisfree,sumpah aku kayaknya juga tidak cocok beginian sudah gatel muka aku pakai facial wash innisfree,"['sumpah', 'aku', 'kayaknya', 'juga', 'tidak', 'cocok', 'beginian', 'sudah', 'gatel', 'muka', 'aku', 'pakai', 'facial', 'wash', 'innisfree']","['sumpah', 'kayaknya', 'tidak', 'cocok', 'gatel', 'muka', 'pakai', 'facial', 'wash', 'innisfree']",sumpah kayak tidak cocok gatel muka pakai facial wash innisfree
,Fri Jul 18 16:22:06 +0000 2025,0,0,0,0,in,@rrestiani_ apakah give away nya masih kak? kalau masih aku mau some by mi yang facial wash kak karena wajahku tipe acne prone. aku udah beberapa kali pakai produk dari some by mi ini dan cocok kak. terima kasih banyak kak sudah membuat ga semoga rejeki kakak lancar,2,1,apakah give away nya masih kak kalau masih aku mau some by mi yang facial wash kak karena wajahku tipe acne prone aku udah beberapa kali pakai produk dari some by mi ini dan cocok kak terima kasih banyak kak sudah membuat ga semoga rejeki kakak lancar,apakah give away nya masih kak kalau masih aku mau some by mi yang facial wash kak karena wajahku tipe acne prone aku udah beberapa kali pakai produk dari some by mi ini dan cocok kak terima kasih banyak kak sudah membuat ga semoga rejeki kakak lancar,apakah give away ya masih kak kalau masih aku mau some by mi yang facial wash kak karena wajahku tipe acne prone aku sudah beberapa kali pakai produk dari some by mi ini dan cocok kak terima kasih banyak kak sudah membuat tidak semoga rejeki kakak lancar,"['apakah', 'give', 'away', 'ya', 'masih', 'kak', 'kalau', 'masih', 'aku', 'mau', 'some', 'by', 'mi', 'yang', 'facial', 'wash', 'kak', 'karena', 'wajahku', 'tipe', 'acne', 'prone', 'aku', 'sudah', 'beberapa', 'kali', 'pakai', 'produk', 'dari', 'some', 'by', 'mi', 'ini', 'dan', 'cocok', 'kak', 'terima', 'kasih', 'banyak', 'kak', 'sudah', 'membuat', 'tidak', 'semoga', 'rejeki', 'kakak', 'lancar']","['give', 'away', 'ya', 'kak', 'some', 'by', 'mi', 'facial', 'wash', 'kak', 'wajahku', 'tipe', 'acne', 'prone', 'kali', 'pakai', 'produk', 'some', 'by', 'mi', 'cocok', 'kak', 'terima', 'kasih', 'kak', 'tidak', 'semoga', 'rejeki', 'kakak', 'lancar']",give away ya kak some by mi facial wash kak wajah tipe acne prone kali pakai produk some by mi cocok kak terima kasih kak tidak moga rejeki kakak lancar
,Thu Jul 17 13:54:10 +0000 2025,0,0,0,0,in,facial wash ak pake senka awalnya pake yg biru baguss cuma ngga cocok buat acne prone jd jerawatan jd beli yg ijo dann cocok enak ngga kering ngga ketarik bagus buat oily jugakk,1,1,facial wash ak pake senka awalnya pake yg biru baguss cuma ngga cocok buat acne prone jd jerawatan jd beli yg ijo dann cocok enak ngga kering ngga ketarik bagus buat oily jugakk,facial wash ak pake senka awalnya pake yg biru baguss cuma ngga cocok buat acne prone jd jerawatan jd beli yg ijo dann cocok enak ngga kering ngga ketarik bagus buat oily jugakk,facial wash aku pakai senka awalnya pakai yang biru bagus cuma tidak cocok buat acne prone jadi jerawatan jadi beli yang ijo dann cocok enak tidak kering tidak tertarik bagus buat oily jugakk,"['facial', 'wash', 'aku', 'pakai', 'senka', 'awalnya', 'pakai', 'yang', 'biru', 'bagus', 'cuma', 'tidak', 'cocok', 'buat', 'acne', 'prone', 'jadi', 'jerawatan', 'jadi', 'beli', 'yang', 'ijo', 'dann', 'cocok', 'enak', 'tidak', 'kering', 'tidak', 'tertarik', 'bagus', 'buat', 'oily', 'jugakk']","['facial', 'wash', 'pakai', 'senka', 'pakai', 'biru', 'bagus', 'tidak', 'cocok', 'acne', 'prone', 'jerawatan', 'beli', 'ijo', 'dann', 'cocok', 'enak', 'tidak', 'kering', 'tidak', 'tertarik', 'bagus', 'oily', 'jugakk']",facial wash pakai senka pakai biru bagus tidak cocok acne prone jerawat beli ijo dann cocok enak tidak kering tidak tarik bagus oily jugakk
,Wed Jul 16 02:24:38 +0000 2025,0,0,3,0,in,facial wash yang bagus untuk kulit berminyak dan kusam apa ya? aku cocok corsx tapi kemahalan scora aku cocok juga tapi capek bilasnya karena terlalu licin,0,0,facial wash yang bagus untuk kulit berminyak dan kusam apa ya aku cocok corsx tapi kemahalan scora aku cocok juga tapi capek bilasnya karena terlalu licin,facial wash yang bagus untuk kulit berminyak dan kusam apa ya aku cocok corsx tapi kemahalan scora aku cocok juga tapi capek bilasnya karena terlalu licin,facial wash yang bagus untuk kulit berminyak dan kusam apa ya aku cocok corsx tapi kemahalan scora aku cocok juga tapi capek bilasnya karena terlalu licin,"['facial', 'wash', 'yang', 'bagus', 'untuk', 'kulit', 'berminyak', 'dan', 'kusam', 'apa', 'ya', 'aku', 'cocok', 'corsx', 'tapi', 'kemahalan', 'scora', 'aku', 'cocok', 'juga', 'tapi', 'capek', 'bilasnya', 'karena', 'terlalu', 'licin']","['facial', 'wash', 'bagus', 'kulit', 'berminyak', 'kusam', 'ya', 'cocok', 'corsx', 'kemahalan', 'scora', 'cocok', 'capek', 'bilasnya', 'licin']",facial wash bagus kulit minyak kusam ya cocok corsx mahal scora cocok capek bilas licin
,Sat Jul 12 16:19:28 +0000 2025,0,0,0,0,in,pyary turmeric soap kecintaanku! bertahun-tahun gapernah ganti dan satu2nya facial wash paling cocok dimuka aku yg sensitif ini,2,1,pyary turmeric soap kecintaanku bertahun tahun gapernah ganti dan satunya facial wash paling cocok dimuka aku yg sensitif ini,pyary turmeric soap kecintaanku bertahun tahun gapernah ganti dan satunya facial wash paling cocok dimuka aku yg sensitif ini,pyary turmeric soap kecintaanku bertahun tahun tidak pernah ganti dan satunya facial wash paling cocok dimuka aku yang sensitif ini,"['pyary', 'turmeric', 'soap', 'kecintaanku', 'bertahun', 'tahun', 'tidak', 'pernah', 'ganti', 'dan', 'satunya', 'facial', 'wash', 'paling', 'cocok', 'dimuka', 'aku', 'yang', 'sensitif', 'ini']","['pyary', 'turmeric', 'soap', 'kecintaanku', 'bertahun', 'tidak', 'ganti', 'satunya', 'facial', 'wash', 'cocok', 'dimuka', 'sensitif']",pyary turmeric soap cinta tahun tidak ganti satu facial wash cocok muka sensitif
,Sat Jul 12 10:22:56 +0000 2025,0,0,1,0,in,@iiywonhee aku pake facial wash hadalabo gokujyun moist nya glowshopy yang ijo jgn lupa double cleansing ya nder bisa pake micelar water cleansing oil/cleansing balm. kalo sensitive bisa pake cleansing oil/balm aja biar meminimalisir gesekan sama kapas tapi kalo cocok pake mw gapapa,2,1,aku pake facial wash hadalabo gokujyun moist nya glowshopy yang ijo jgn lupa double cleansing ya nder bisa pake micelar water cleansing oil cleansing balm kalo sensitive bisa pake cleansing oil balm aja biar meminimalisir gesekan sama kapas tapi kalo cocok pake mw gapapa,aku pake facial wash hadalabo gokujyun moist nya glowshopy yang ijo jgn lupa double cleansing ya nder bisa pake micelar water cleansing oil cleansing balm kalo sensitive bisa pake cleansing oil balm aja biar meminimalisir gesekan sama kapas tapi kalo cocok pake mw gapapa,aku pakai facial wash hadalabo gokujyun moist ya glowshopy yang ijo jangan lupa double cleansing ya nder bisa pakai micelar water cleansing oil cleansing balm kalau sensitive bisa pakai cleansing oil balm saja biar meminimalisir gesekan sama kapas tapi kalau cocok pakai mau gapapa,"['aku', 'pakai', 'facial', 'wash', 'hadalabo', 'gokujyun', 'moist', 'ya', 'glowshopy', 'yang', 'ijo', 'jangan', 'lupa', 'double', 'cleansing', 'ya', 'nder', 'bisa', 'pakai', 'micelar', 'water', 'cleansing', 'oil', 'cleansing', 'balm', 'kalau', 'sensitive', 'bisa', 'pakai', 'cleansing', 'oil', 'balm', 'saja', 'biar', 'meminimalisir', 'gesekan', 'sama', 'kapas', 'tapi', 'kalau', 'cocok', 'pakai', 'mau', 'gapapa']","['pakai', 'facial', 'wash', 'hadalabo', 'gokujyun', 'moist', 'ya', 'glowshopy', 'ijo', 'lupa', 'double', 'cleansing', 'ya', 'nder', 'pakai', 'micelar', 'water', 'cleansing', 'oil', 'cleansing', 'balm', 'sensitive', 'pakai', 'cleansing', 'oil', 'balm', 'biar', 'meminimalisir', 'gesekan', 'kapas', 'cocok', 'pakai', 'gapapa']",pakai facial wash hadalabo gokujyun moist ya glowshopy ijo lupa double cleansing ya nder pakai micelar water cleansing oil cleansing balm sensitive pakai cleansing oil balm biar meminimalisir gesek kapas cocok pakai gapapa
